isbn13,ISBN,title,subtitle,authors,categories,thumbnail,description,published_year,average_rating,num_pages,ratings_count,Rating,Average Ratings Count,url,key,number_of_pages,pagination,by_statement,publishers,publish_places,publish_date,subjects,subject_places,ebooks,identifiers.goodreads,identifiers.librarything,identifiers.isbn_10,identifiers.openlibrary,classifications.lc_classifications,cover.small,cover.medium,cover.large,subtitle,notes,identifiers.lccn,identifiers.oclc,classifications.dewey_decimal_class,subject_people,excerpts,identifiers.isbn_13,subject_times,links,identifiers.google,table_of_contents,identifiers.amazon,identifiers.wikidata,weight,ID,Publication YEAR,Average rating
9780226443225,0226443221,Heat Wave,A Social Autopsy of Disaster in Chicago,Eric Klinenberg,History,http://books.google.com/books/content?id=r22xueipNegC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Why heat waves are such a quiet menace and how social conditions contributed to more than 700 deaths during a week-long wave of unprecedented heat and humidity in Chicago in 1995 are the focus of ""Heat Wave"" written by sociologist Klinenberg. Illustrations. Maps.",2003.0,3.84,320.0,674.0,High Rating,15300.78,https://openlibrary.org/books/OL9363522M/Heat_Wave,/books/OL9363522M,328.0,,,University Of Chicago Press,,"July 15, 2003","[{'name': 'Older people', 'url': 'https://openlibrary.org/subjects/older_people'}, {'name': 'Social conditions', 'url': 'https://openlibrary.org/subjects/social_conditions'}, {'name': 'Services for', 'url': 'https://openlibrary.org/subjects/services_for'}, {'name': 'Older disaster victims', 'url': 'https://openlibrary.org/subjects/older_disaster_victims'}, {'name': 'Heat waves (Meteorology)', 'url': 'https://openlibrary.org/subjects/heat_waves_(meteorology)'}, {'name': 'Disasters', 'url': 'https://openlibrary.org/subjects/disasters'}, {'name': 'Older people, services for', 'url': 'https://openlibrary.org/subjects/older_people,_services_for'}, {'name': 'Chicago (ill.), social conditions', 'url': 'https://openlibrary.org/subjects/chicago_(ill.),_social_conditions'}]",,"[{'preview_url': 'https://archive.org/details/heatwavesocialau0000klin', 'availability': 'borrow', 'formats': {}, 'borrow_url': 'https://openlibrary.org/books/OL9363522M/Heat_Wave/borrow', 'checkedout': False}]",['3850'],['32006'],['0226443221'],['OL9363522M'],"['HV1471.C38K585 2003', 'HV1471.C38 K585 2003', 'HV1471.C38 K585 2002']",https://covers.openlibrary.org/b/id/141581-S.jpg,https://covers.openlibrary.org/b/id/141581-M.jpg,https://covers.openlibrary.org/b/id/141581-L.jpg,A Social Autopsy of Disaster in Chicago (Illinois),,['2001043724'],"['52144165', '47971411']",,,At the end of summer in the year 2000 I had my most personal encounter with the heat wave victims.,['9780226443225'],,,,,,,15.5 ounces,,,
9780226467719,0226467716,Moral Politics,"How Liberals and Conservatives Think, Second Edition",George Lakoff,Language Arts & Disciplines,http://books.google.com/books/content?id=R-4YBCYx6YsC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"In this classic text, Lakoff analyses the unconscious and rhetorical worldviews of liberals and conservatives, discovering radically different but remarkably consistent conceptions of morality.",2002.0,4.03,471.0,1215.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780226677149,0226677141,A Dance to the Music of Time,First Movement,Anthony Powell,Fiction,http://books.google.com/books/content?id=PhGCnG7pbtkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""Movement 2. The rumble of distant events in Germany and Spain presages the storm of WWII. In England, even as the whirl of marriages and adulteries, fashions and frivolities, personal triumphs and failures gathers speed, men and women find themselves on the brink of fateful choices.",1995.0,3.95,718.0,3680.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780226735191,0226735192,The Family Idiot,"Gustave Flaubert, 1821-1857",Jean-Paul Sartre,Biography & Autobiography,http://books.google.com/books/content?id=D6p-mttXlAEC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"With this volume, the University of Chicago Press completes its translation of a work that is indispensable not only to serious readers of Flaubert but to anyone interested in the last major contribution by one of the twentieth century's greatest thinkers. That Sartre's study of Flaubert, The Family Idiot, is a towering achievement in intellectual history has never been disputed. Yet critics have argued about the precise nature of this novel or biography or ""criticism-fiction"" which is the summation of Sartre's philosophical, social, and literary thought. In the preface, Sartre writes: ""The Family Idiot is the sequel to Search for a Method. The subject: what, at this point in time, can we know about a man? It seemed to me that this question could only be answered by studying a specific case."" Sartre discusses Flaubert's personal development, his relationship to his family, his decision to become a writer, and the psychosomatic crisis or ""conversion"" from his father's domination to the freedom of his art. Sartre blends psychoanalysis with a sociological study of the ideology of the period, the crisis in literature, and Flaubert's influence on the future of literature. While Sartre never wrote the final volume he envisioned for this vast project, the existing volumes constitute in themselves a unified work—one that John Sturrock, writing in the Observer, called ""a shatteringly fertile, digressive and ruthless interpretation of these few cardinal years in Flaubert's life."" ""A virtuoso perfomance. . . . For all that this book does to make one reconsider his life, The Family Idiot is less a case study of Flaubert than it is a final installment of Sartre's mythology. . . . The translator, Carol Cosman, has acquitted herself brilliantly.""—Frederick Brown, New York Review of Books ""A splendid translation by Carol Cosman. . . . Sartre called The Family Idiot a 'true novel,' and it does tell a story and eventually reach a shattering climax. The work can be described most simply as a dialectic, which shifts between two seemingly alternative interpretations of Flaubert's destiny: a psychoanalytic one, centered on his family and on his childhood, and a Marxist one, whose guiding themes are the status of the artist in Flaubert's period and the historical and ideological contradictions faced by his social class, the bourgeoisie.""—Fredric Jameson, New York Times Book Review Jean-Paul Sartre (1906-1980) was offered, but declined, the Nobel Prize for literature in 1964. His many works of fiction, drama, and philosophy include the monumental study of Flaubert, The Family Idiot, and The Freud Scenario, both published in translation by the University of Chicago Press.",1981.0,3.8,632.0,5.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780226817415,0226817415,From Counterculture to Cyberculture,"Stewart Brand, the Whole Earth Network, and the Rise of Digital Utopianism",Fred Turner,Social Science,http://books.google.com/books/content?id=wz5EmQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"In the early 1960s, computers haunted the American popular imagination. Bleak tools of the cold war, they embodied the rigid organization and mechanical conformity that made the military-industrial complex possible. But by the 1990s—and the dawn of the Internet—computers started to represent a very different kind of world: a collaborative and digital utopia modeled on the communal ideals of the hippies who so vehemently rebelled against the cold war establishment in the first place. From Counterculture to Cyberculture is the first book to explore this extraordinary and ironic transformation. Fred Turner here traces the previously untold story of a highly influential group of San Francisco Bay–area entrepreneurs: Stewart Brand and the Whole Earth network. Between 1968 and 1998, via such familiar venues as the National Book Award–winning Whole Earth Catalog, the computer conferencing system known as WELL, and, ultimately, the launch of the wildly successful Wired magazine, Brand and his colleagues brokered a long-running collaboration between San Francisco flower power and the emerging technological hub of Silicon Valley. Thanks to their vision, counterculturalists and technologists alike joined together to reimagine computers as tools for personal liberation, the building of virtual and decidedly alternative communities, and the exploration of bold new social frontiers. Shedding new light on how our networked culture came to be, this fascinating book reminds us that the distance between the Grateful Dead and Google, between Ken Kesey and the computer itself, is not as great as we might think.",2006.0,3.96,327.0,323.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780231109253,0231109253,Poems Between Women,"Four Centuries of Love, Romantic Friendship, and Desire",Emma Donoghue,Poetry,http://books.google.com/books/content?id=d_1dqrZtllwC&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The collection Poems Between Women explores many facets of female-female relationships in poems not only about love or affection between or inspired by women but also about the moments that complicate and call into question the nature of sexuality and intimacy between women. Including women married and single, young and old, lesbian, bisexual, and heterosexual, the anthology covers historical development and changing mores through the seventeenth century, after the Restoration of Charles II, a time of relative freedom for women; the eighteenth century, when the cult of romantic friendship reached its peak; the nineteenth century, when women writers wrote about issues of same-sex desire indirectly and explored complex issues such as death in tones of weariness and resignation; and the twentieth century, when poets began to engage in more overt explorations of women's bodies, sensuality, and lovemaking. Emma Donoghue's introduction deftly guides readers into the rich tradition of women's poetry in English, exploring the relationships between poets and their muses and poets and their cultures. Poems Between Women is testimony not only to the recurring theme of the unique bonds among women but also to the universality of love, friendship, and creativity.",1999.0,3.86,256.0,66.0,High Rating,15300.78,https://openlibrary.org/books/OL9794590M/Poems_Between_Women,/books/OL9794590M,256.0,,,Columbia University Press,,"April 15, 1999","[{'name': 'Poetry, collections', 'url': 'https://openlibrary.org/subjects/poetry,_collections'}, {'name': 'Love poetry', 'url': 'https://openlibrary.org/subjects/love_poetry'}, {'name': 'English Love poetry', 'url': 'https://openlibrary.org/subjects/english_love_poetry'}, {'name': ""Lesbians' writings, American"", 'url': ""https://openlibrary.org/subjects/lesbians'_writings,_american""}, {'name': 'American Erotic poetry', 'url': 'https://openlibrary.org/subjects/american_erotic_poetry'}, {'name': 'Poetry', 'url': 'https://openlibrary.org/subjects/poetry'}, {'name': 'American Love poetry', 'url': 'https://openlibrary.org/subjects/american_love_poetry'}, {'name': ""Lesbians' writings, English"", 'url': ""https://openlibrary.org/subjects/lesbians'_writings,_english""}, {'name': 'Women authors', 'url': 'https://openlibrary.org/subjects/women_authors'}, {'name': 'English poetry', 'url': 'https://openlibrary.org/subjects/english_poetry'}, {'name': 'American poetry', 'url': 'https://openlibrary.org/subjects/american_poetry'}, {'name': 'Female friendship', 'url': 'https://openlibrary.org/subjects/female_friendship'}, {'name': 'English Erotic poetry', 'url': 'https://openlibrary.org/subjects/english_erotic_poetry'}, {'name': 'Women', 'url': 'https://openlibrary.org/subjects/women'}, {'name': 'English poetry, women authors', 'url': 'https://openlibrary.org/subjects/english_poetry,_women_authors'}, {'name': 'American poetry, women authors', 'url': 'https://openlibrary.org/subjects/american_poetry,_women_authors'}, {'name': ""Lesbians' writings"", 'url': ""https://openlibrary.org/subjects/lesbians'_writings""}, {'name': 'Erotic poetry', 'url': 'https://openlibrary.org/subjects/erotic_poetry'}, {'name': 'American Lesbian erotic poetry', 'url': 'https://openlibrary.org/subjects/american_lesbian_erotic_poetry'}, {'name': 'English Lesbian erotic poetry', 'url': 'https://openlibrary.org/subjects/english_lesbian_erotic_poetry'}]",,,['44540'],['806847'],['0231109253'],['OL9794590M'],['PR1177'],https://covers.openlibrary.org/b/id/144418-S.jpg,https://covers.openlibrary.org/b/id/144418-M.jpg,https://covers.openlibrary.org/b/id/144418-L.jpg,,,,['35928829'],,,,['9780231109253'],,,,,,,10.4 ounces,,,
9780231118958,0231118953,Antigone's Claim,Kinship Between Life and Death,Judith Butler,Philosophy,http://books.google.com/books/content?id=pKerAgAAQBAJ&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Why do smokers claim that the first cigarette of the day is the best? What is the biological basis behind some heavy drinkers' belief that the ""hair-of-the-dog"" method alleviates the effects of a hangover? Why does marijuana seem to affect ones problem-solving capacity? Intoxicating Minds is, in the author's words, ""a grand excavation of drug myth."" Neither extolling nor condemning drug use, it is a story of scientific and artistic achievement, war and greed, empires and religions, and lessons for the future. Ciaran Regan looks at each class of drugs, describing the historical evolution of their use, explaining how they work within the brain's neurophysiology, and outlining the basic pharmacology of those substances. From a consideration of the effect of stimulants, such as caffeine and nicotine, and the reasons and consequences of their sudden popularity in the seventeenth century, the book moves to a discussion of more modern stimulants, such as cocaine and ecstasy. In addition, Regan explains how we process memory, the nature of thought disorders, and therapies for treating depression and schizophrenia. Regan then considers psychedelic drugs and their perceived mystical properties and traces the history of placebos to ancient civilizations. Finally, Intoxicating Minds considers the physical consequences of our co-evolution with drugs -- how they have altered our very being -- and offers a glimpse of the brave new world of drug therapies.",2002.0,3.76,118.0,406.0,High Rating,15300.78,https://openlibrary.org/books/OL9351553M/Antigone's_Claim,/books/OL9351553M,112.0,,,Columbia University Press,,"March 15, 2002","[{'name': 'Antigone (Greek mythology)', 'url': 'https://openlibrary.org/subjects/antigone_(greek_mythology)'}, {'name': 'Feminist theory', 'url': 'https://openlibrary.org/subjects/feminist_theory'}, {'name': 'Philosophy', 'url': 'https://openlibrary.org/subjects/philosophy'}, {'name': 'Kinship', 'url': 'https://openlibrary.org/subjects/kinship'}, {'name': 'Semiotics', 'url': 'https://openlibrary.org/subjects/semiotics'}, {'name': 'Lacan, jacques, 1901-1981', 'url': 'https://openlibrary.org/subjects/lacan,_jacques,_1901-1981'}, {'name': 'RELIGION', 'url': 'https://openlibrary.org/subjects/religion'}, {'name': 'Antiquities & Archaeology', 'url': 'https://openlibrary.org/subjects/antiquities_&_archaeology'}, {'name': 'BODY, MIND & SPIRIT', 'url': 'https://openlibrary.org/subjects/body,_mind_&_spirit'}, {'name': 'Spirituality', 'url': 'https://openlibrary.org/subjects/spirituality'}, {'name': 'Paganism & Neo-Paganism', 'url': 'https://openlibrary.org/subjects/paganism_&_neo-paganism'}, {'name': 'Antigone (mythologie)', 'url': 'https://openlibrary.org/subjects/antigone_(mythologie)'}, {'name': 'Incest', 'url': 'https://openlibrary.org/subjects/incest'}, {'name': 'Verwantschap', 'url': 'https://openlibrary.org/subjects/verwantschap'}, {'name': 'Feminisme', 'url': 'https://openlibrary.org/subjects/feminisme'}, {'name': 'Parenté', 'url': 'https://openlibrary.org/subjects/parenté'}, {'name': 'Philosophie', 'url': 'https://openlibrary.org/subjects/philosophie'}, {'name': 'Théorie féministe', 'url': 'https://openlibrary.org/subjects/théorie_féministe'}]",,,['7731'],['363679'],['0231118953'],['OL9351553M'],[''],https://covers.openlibrary.org/b/id/144710-S.jpg,https://covers.openlibrary.org/b/id/144710-M.jpg,https://covers.openlibrary.org/b/id/144710-L.jpg,,,,,,Jacques Lacan (1901-1981),I began to think about Antigone a few years ago as I wondered what happened to those feminist efforts to confront and defy the state.,['9780231118958'],,,,,,,7.2 ounces,,,
9780231121255,0231121253,An Arab-Syrian Gentleman and Warrior in the Period of the Crusades,Memoirs of Usāmah Ibn-Munqidh (Kitāb Al-Iʻtibār) ; Translated from the Original Manuscript by Philip K. Hitti ; with a New Foreword by Richard W. Bulliet,Usāmah ibn Munqidh;Philip Khuri Hitti,History,http://books.google.com/books/content?id=xqy8ngEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"The life of Us?mah ibn-Munqidh epitomizes the height of Arab civilization during the early Crusading period. These memoirs--which represent a rare first-hand account of medieval European manners, morals, politics, and medicine written by a non-European--offers new perspective and insight into an important point of military and cultural contact between the East and West. In his introduction, translator Philip Hitti writes, ""Ancient Arabic literature has preserved for us other biographies, memoirs, and reminiscences by great men, but there is hardly anything superior to this one in its simplicity of narrative, dignity, and wealth of contents and general human interest.",2000.0,3.92,265.0,66.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780231121897,023112189X,William Faulkner,The Sound and the Fury ; As I Lay Dying,Nicolas Tredell,Literary Criticism,http://books.google.com/books/content?id=G3_DKH4sX-4C&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This book explores the puzzling phenomenon of new veiling practices among lower middle class women in Cairo, Egypt. Although these women are part of a modernizing middle class, they also voluntarily adopt a traditional symbol of female subordination. How can this paradox be explained? An explanation emerges which reconceptualizes what appears to be reactionary behavior as a new style of political struggle--as accommodating protest. These women, most of them clerical workers in the large government bureaucracy, are ambivalent about working outside the home, considering it a change which brings new burdens as well as some important benefits. At the same time they realize that leaving home and family is creating an intolerable situation of the erosion of their social status and the loss of their traditional identity. The new veiling expresses women's protest against this. MacLeod argues that the symbolism of the new veiling emerges from this tense subcultural dilemma, involving elements of both resistance and acquiescence.",1999.0,3.96,192.0,4.0,High Rating,15300.78,https://openlibrary.org/books/OL6780416M/William_Faulkner,/books/OL6780416M,208.0,208 p. ;,edited by Nicolas Tredell.,Columbia University Press,New York,1999,"[{'name': 'Modernism (Literature)', 'url': 'https://openlibrary.org/subjects/modernism_(literature)'}, {'name': 'In literature', 'url': 'https://openlibrary.org/subjects/in_literature'}, {'name': 'Criticism and interpretation', 'url': 'https://openlibrary.org/subjects/criticism_and_interpretation'}, {'name': 'Faulkner, william, 1897-1962', 'url': 'https://openlibrary.org/subjects/faulkner,_william,_1897-1962'}, {'name': 'Modernism (literature)', 'url': 'https://openlibrary.org/subjects/modernism_(literature)'}]","[{'name': 'United States', 'url': 'https://openlibrary.org/subjects/place:united_states'}, {'name': 'Mississippi', 'url': 'https://openlibrary.org/subjects/place:mississippi'}]","[{'preview_url': 'https://archive.org/details/williamfaulkners0000unse_m6g4', 'availability': 'full', 'formats': {'pdf': {'url': 'https://archive.org/download/williamfaulkners0000unse_m6g4/williamfaulkners0000unse_m6g4.pdf'}, 'epub': {'url': 'https://archive.org/download/williamfaulkners0000unse_m6g4/williamfaulkners0000unse_m6g4.epub'}, 'text': {'url': 'https://archive.org/download/williamfaulkners0000unse_m6g4/williamfaulkners0000unse_m6g4_djvu.txt'}}, 'read_url': 'https://archive.org/stream/williamfaulkners0000unse_m6g4'}]","['761341', '31356']",['104981'],"['0231121881', '023112189X']",['OL6780416M'],"['PS3511.A86 S86 1999', 'PS3511.A86S86 1999']",https://covers.openlibrary.org/b/id/5001699-S.jpg,https://covers.openlibrary.org/b/id/5001699-M.jpg,https://covers.openlibrary.org/b/id/5001699-L.jpg,The sound and the fury ; As I lay dying,Includes bibliographical references and index.,['00026251'],,['813/.52'],William Faulkner (1897-1962),,,,,,,,,,,,
9780231138703,0231138709,More Than You Know,Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,Business & Economics,http://books.google.com/books/content?id=g6WlQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"Mauboussin mines disciplines that are not normally associated with finance such as biology, physics, and psychology to help investors make better decisions and to argue for a new model of investment philosophy.",2006.0,4.08,268.0,1238.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780240805412,0240805410,Avid Editing,A Guide for Beginning and Intermediate Users,Sam Kauffmann,Performing Arts,http://books.google.com/books/content?id=dtt-xgEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,"This text is for beginning to intermediate users of Avid Xpress, Xpress DV, or Media Composer. These digital editing systems offer a tremendous number of tools that open up myriad creative possibilities for the film and videomaker, but are as a result difficult to master. The chapters guide readers through an editing project, while the accompanying DVD provides narrative footage to download for immediate, hands-on practice. The book can be read and studied at home, or while sitting in front of an Avid, following the book's step-by-step instructions. The new edition is updated to reflect the latest versions of Avid software, including an emphasis on the Xpress DV for Mac and Windows. There is also new material on Script Integration, a powerful tool now available on almost all of Avid's products, and a new chapter on how Avid can help the reader create material for current and future widescreen television formats. A beginning text designed for anyone new to the Avid Complete step-by-step instructions assume no prior knowledge Companion DVD contains footage from a narrative scene, so students can begin editing immediately",2003.0,3.83,414.0,5.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780252008078,0252008073,Zora Neale Hurston,A Literary Biography,Robert E. Hemenway,Biography & Autobiography,http://books.google.com/books/content?id=Gzta3iHgiQ8C&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Reconstructs the events, relationships, and achievements that marked the life of the black novelist, folklorist, and anthropologist, assessing her important works and commitment to the black folk tradition",1980.0,4.11,408.0,100.0,High Rating,15300.78,https://openlibrary.org/books/OL9589948M/Zora_Neale_Hurston,/books/OL9589948M,408.0,,,University of Illinois Press,,"September 1, 1980","[{'name': 'African American authors', 'url': 'https://openlibrary.org/subjects/african_american_authors'}, {'name': 'American Authors', 'url': 'https://openlibrary.org/subjects/american_authors'}, {'name': 'American Novelists', 'url': 'https://openlibrary.org/subjects/american_novelists'}, {'name': 'Biography', 'url': 'https://openlibrary.org/subjects/biography'}, {'name': 'Folklorists', 'url': 'https://openlibrary.org/subjects/folklorists'}, {'name': 'History', 'url': 'https://openlibrary.org/subjects/history'}, {'name': 'Novelists,American', 'url': 'https://openlibrary.org/subjects/novelists,american'}, {'name': 'African American novelists', 'url': 'https://openlibrary.org/subjects/african_american_novelists'}, {'name': 'Romanciers américains', 'url': 'https://openlibrary.org/subjects/romanciers_américains'}, {'name': 'Biographies', 'url': 'https://openlibrary.org/subjects/biographies'}, {'name': 'Women and literature', 'url': 'https://openlibrary.org/subjects/women_and_literature'}, {'name': 'Romancières américaines', 'url': 'https://openlibrary.org/subjects/romancières_américaines'}, {'name': 'Authors, american', 'url': 'https://openlibrary.org/subjects/authors,_american'}]","[{'name': 'Southern States', 'url': 'https://openlibrary.org/subjects/place:southern_states'}, {'name': 'United States', 'url': 'https://openlibrary.org/subjects/place:united_states'}, {'name': 'Women and literature', 'url': 'https://openlibrary.org/subjects/place:women_and_literature'}]",,['38069'],['77100'],['0252008073'],['OL9589948M'],['PS3515.U789Z'],https://covers.openlibrary.org/b/id/146408-S.jpg,https://covers.openlibrary.org/b/id/146408-M.jpg,https://covers.openlibrary.org/b/id/146408-L.jpg,A LITERARY BIOGRAPHY,,,,,Zora Neale Hurston,"In the first week of January, 1925, Zora Neale Hurston arrived in New York City with one dollar and fifty cents in her purse, no job, no friends, but filled with ""a lot of hope.""",['9780252008078'],"[{'name': '20th century', 'url': 'https://openlibrary.org/subjects/time:20th_century'}]",,,,,,1.4 pounds,,,
9780253201621,0253201624,Dante's Vita Nuova,A Translation and an Essay,Alighieri Dante;Dante Alighieri,Literary Criticism,http://books.google.com/books/content?id=SWf4r6lObPMC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""A fresh, new version of a 1962 translation that has had enormous popularity in comparative literature classes. The Vita Nuova (the New Life) is a small book which relates in prose and often very beautiful verse the story of the youthful Dante's love for Beatrice. The esay which follows the translation provides new insights into this puzzling thirteenth-century work. Musa regards Dante's intention in this so-called ""Book of Memory"" as a cruel and comic commentary on the youthful lover. He argues that Dante, using the tradition of love poetry current in his time, points up the foolishness and shallowness of his protagonist, a self-centered and self-pitying youth who only occasionally in the progress of his suffering catches even a glimpse of the true nature of Love or his beloved. ""The sensitive man who would realize a man's destiny must ruthlessly cut out of his heart the canker at its center [i.e. self-pity], the canker that the heart instinctively tends to cultivate."" According to Musa, this is one of Dante's central ideas. Dante scholars, libraries, and students of the Italian classics will welcome this distinguished translation and its provocative commentary""--Back cover.",1973.0,3.87,210.0,59.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780253203182,025320318X,The Role of the Reader,Explorations in the Semiotics of Texts,Umberto Eco,Literary Criticism,http://books.google.com/books/content?id=KlJNp_hUmEIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"""... not merely interesting and novel, but also exceedingly provocative and heuristically fertile."" —The Review of Metaphysics ""... essential reading for anyone interesting in... the new reader-centered forms of criticism."" —Library Journal In this erudite and imaginative book, Umberto Eco sets forth a dialectic between 'open' and 'closed' texts.",1984.0,3.94,288.0,220.0,High Rating,15300.78,https://openlibrary.org/books/OL9488290M/The_Role_of_the_Reader,/books/OL9488290M,284.0,,,Indiana University Press,,March 1984,"[{'name': 'Semiotics', 'url': 'https://openlibrary.org/subjects/semiotics'}, {'name': 'Discourse analysis', 'url': 'https://openlibrary.org/subjects/discourse_analysis'}, {'name': 'Addresses, essays, lectures', 'url': 'https://openlibrary.org/subjects/addresses,_essays,_lectures'}, {'name': 'Semiotics\x1e 0', 'url': 'https://openlibrary.org/subjects/semiotics\x1e_0'}, {'name': 'Hermeneutics', 'url': 'https://openlibrary.org/subjects/hermeneutics'}, {'name': 'Semiotics & Theory', 'url': 'https://openlibrary.org/subjects/semiotics_&_theory'}, {'name': 'LITERARY CRITICISM', 'url': 'https://openlibrary.org/subjects/literary_criticism'}]",,,['10528'],['106579'],['025320318X'],['OL9488290M'],['P99 E28'],https://covers.openlibrary.org/b/id/147832-S.jpg,https://covers.openlibrary.org/b/id/147832-M.jpg,https://covers.openlibrary.org/b/id/147832-L.jpg,Explorations in the Semiotics of Texts (Advances in Semiotics),,,['17816759'],,,,['9780253203182'],,,,,,,13.6 ounces,,,
9780253209306,0253209307,Dante's Inferno,The Indiana Critical Edition,Dante (Alighieri);Dante Alighieri,Poetry,http://books.google.com/books/content?id=TPkqYo-6QwkC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Presents a verse translation of Dante's ""Inferno"" along with ten essays that analyze the different interpretations of the first canticle of the ""Divine Comedy.""",1995.0,4.0,432.0,44.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780261102200,0261102206,The Treason of Isengard,"The History of the Lord of the Rings, Part Two",John Ronald Reuel Tolkien;Christopher Tolkien,English fiction,http://books.google.com/books/content?id=Hon4PwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,Fantasy-roman.,2002.0,4.16,465.0,93.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780261102637,026110263X,The Monsters and the Critics,And Other Essays,John Ronald Reuel Tolkien,Beowulf,http://books.google.com/books/content?id=C1MAfDVCsRMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,A collection of seven essays by J.R.R. Tolkien arising out of Tolkien's work in medieval literature,1997.0,3.93,240.0,3375.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9780262540421,0262540428,Elbow Room,The Varieties of Free Will Worth Wanting,Daniel Clement Dennett,Philosophy,http://books.google.com/books/content?id=P4NtNzOKxycC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,"Essays discuss reason, self-control, self-definition, time, cause and effect, accidents, and responsibility, and explain why people want free will",1984.0,3.92,200.0,474.0,High Rating,15300.78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
